answerKey,id,A,B,C,D,stem,Grade,subject,category
B,TIMSS_2007_4_pg38,"Cubes 1, 2, and 3 will sink.","Cubes 1, 2, and 3 will float.","Cube 1 will float, and cubes 2 and 3 will sink.","Cubes 1 and 2 will float, and cube 3 will sink.","Susie has three ice cubes of different sizes. She places each ice cube into an identical beaker containing the same volume of water, as shown in the diagram. {img:images/States2017/TIMSS/TIMSS_4thGr_2007_12.png} What happens to the ice cubes when they are placed in the water?",4,science,Test
C,TIMSS_2007_4_pg40,Earth,Mars,Mercury,Saturn,The table below shows the distance from the sun of four planets of the solar systems. {img:images/States2017/TIMSS/TIMSS_4thGr_2007_13.png} Which of these planets is closest to the sun?,4,science,Test
A,TIMSS_2011_4_pg101,iron nail,plastic spoon,rubber band,wooden stick,The following picture shows a light bulb connected to a battery in an electrical circuit. Which of the following objects connected to Points 1 and 2 will allow the bulb to glow? {img:images/States2017/TIMSS/TIMSS_4thGr_2011_50.png},4,science,Test
B,TIMSS_2011_4_pg11,{img:images/States2017/TIMSS/TIMSS_4thGr_2011_3.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_4.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_5.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_6.png},A piece of ice placed in a glass of water. which picture best shows the position of the ice in the water?,4,science,Test
D,TIMSS_2011_4_pg22,The hedgehog can roll away quickly.,The hedgehog looks larger rolled up.,The hedgehog is harder to see in a ball.,The hedgehog's soft body parts are covered.,A hedgehog is a small spiny animal. When it is frightened it rolls into a ball. {img:images/States2017/TIMSS/TIMSS_4thGr_2011_10.png} How does this behavior help the hedgehog?,4,science,Test
B,TIMSS_2011_4_pg33,{img:images/States2017/TIMSS/TIMSS_4thGr_2011_16.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_17.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_18.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_19.png},"Nick rides on a seesaw with his sister Kate and then with his brother Leon, Nick is the same weight as Kate, but Leon is twice the weight of Nick. {img:images/States2017/TIMSS/TIMSS_4thGr_2011_15.png} Which figure shows where the children should sit so that Nick can balance first with Kate and then with Leon?",4,science,Test
C,TIMSS_2011_4_pg34,hot water,solar power,electricity,drinking water,A river flowing over a waterfall has a lot of energy. {img:images/States2017/TIMSS/TIMSS_4thGr_2011_20.png} Which of the following is made from waterfall energy?,4,science,Test
D,TIMSS_2011_4_pg59,{img:images/States2017/TIMSS/TIMSS_4thGr_2011_31.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_32.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_33.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_34.png},A bird that lives on a pond is most likely to have which of these foot structures?,4,science,Test
D,TIMSS_2011_4_pg63,They hatched from eggs laid by fish in the pond.,They formed from mud at the bottom of the pond.,They were made from materials dissolved in pond water.,They developed from eggs laid by frogs in the pond.,{img:images/States2017/TIMSS/TIMSS_4thGr_2011_36.png} Melissa found some tadpoles and fish in a pond as shown above. How did the tadpoles get there?,4,science,Test
B,TIMSS_2011_4_pg71,{img:images/States2017/TIMSS/TIMSS_4thGr_2011_38.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_39.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_40.png},{img:images/States2017/TIMSS/TIMSS_4thGr_2011_41.png},Four different thermometers were used to measure the temperature of water in four different beakers. Which thermometer reading belongs to the hottest water?,4,science,Test
C,TIMSS_2011_4_pg75,fish (predator)-seal (prey),green algae (predator)-krill (prey),fish (predator)-krill (prey),seal (predator)-killer whale (prey),The diagram below shows a food chain. {img:images/States2017/TIMSS/TIMSS_4thGr_2011_42.png} Which predator-prey relationship is correct?,4,science,Test
A,TIMSS_2011_4_pg83,"It is heavier than cubes 1, 3, and 4.",It is heaver than cube 1 but lighter than cubes 3 and 4.,It is heavier than cube 3 but lighter than cubes 1 and 4.,It is heavier than cube 4 but lighter than cubes 1 and 3.,"Stephanie has a balance and four cubes (1,2,3,4). The cubes are made of different materials. She puts two cubes at a time on the balance and observes the following results. {img:images/States2017/TIMSS/TIMSS_4thGr_2011_45.png} What can she conclude about the weight of cube 2?",4,science,Test
B,TIMSS_2011_4_pg88,A,B,C,D,A spotlight shines on a girl on a stage. {img:images/States2017/TIMSS/TIMSS_4thGr_2011_47.png} The shadow would be seen along which line?,4,science,Test
C,WASL_2003_5_7,Figure 1,Figure 2,Figure 3,,Look at the figures below. {img:images/States2017/WA/WA_5thGr_2003_4.png} Which figure best demonstrates a magnetic force?,5,science,Test
C,WASL_2004_5_7,The insects,The trees,The Sun,,"The Olympic Rainforest On a field trip through the Olympic Rainforest, Jamie wrote down everything she saw in her field journal. Here are Jamie's notes: {img:images/States2017/WA/WA_5thGr_2004_3.png} Jamie made the following partial food web for the Olympic Rainforest. {img:images/States2017/WA/WA_5thGr_2004_4.png} Where does the energy to support the life in the Olympic Rainforest come from?",5,science,Test
C,WASL_2004_5_8,By removing oxygen from the air.,By releasing water into the ground,By giving shelter and food to animals,,"The Olympic Rainforest On a field trip through the Olympic Rainforest, Jamie wrote down everything she saw in her field journal. Here are Jamie's notes: {img:images/States2017/WA/WA_5thGr_2004_3.png} Jamie made the following partial food web for the Olympic Rainforest. {img:images/States2017/WA/WA_5thGr_2004_4.png} How does the tree in Jamie's diagram help this ecosystem?",5,science,Test
C,WASL_2005_5_1,Amount of grass in each plastic box,Depth of soil in each clear round pan,Volume of water poured into each plastic box,,"Hold That Soil After a rain storm, Margo saw a lot of soil on the sidewalks. Sidewalks next to grassy areas stayed much cleaner. Sidewalks next to areas without grass were covered with soil. Margo did the following investigation to see if grass would help protect soil from being washed away. Margo used grass sod (a layer of grass with its roots in soil) in her investigation. Prediction: Water will wash away less soil from the plastic box with grass sod compared to the plastic box with only soil. Materials: 2 plastic boxes with drain holes 2 clear round pans 2 pieces of grass sod 2 water pitchers water 2 meter sticks 6 wooden support blocks {img:images/States2017/WA/WA_5thGr_2005_1.png} Procedure: 1. Place one piece of grass sod into a plastic box with a drain hole as shown in the Investigation Set-up diagram. 2. Remove the soil from the other piece of grass sod and place the removed soil into the second plastic box as shown in the Investigative Set-up diagram. 3. From a height of 75 cm, pour 1 liter of water into each plastic box. 4. Let the soil that collects in each round pan settle for 15 minutes. 5. Measure the depth of the soil at the bottom of each clear round pan. Record this data in the table. 6. Repeat steps 3-5 two more times. Data: {img:images/States2017/WA/WA_5thGr_2005_2.png} What variable was kept the same (controlled) in this investigation?",5,science,Test
B,WASL_2005_5_2,Amount of soil in each plastic box,Amount of grass in each plastic box,Amount of water poured into each plastic box,,"Hold That Soil After a rain storm, Margo saw a lot of soil on the sidewalks. Sidewalks next to grassy areas stayed much cleaner. Sidewalks next to areas without grass were covered with soil. Margo did the following investigation to see if grass would help protect soil from being washed away. Margo used grass sod (a layer of grass with its roots in soil) in her investigation. Prediction: Water will wash away less soil from the plastic box with grass sod compared to the plastic box with only soil. Materials: 2 plastic boxes with drain holes 2 clear round pans 2 pieces of grass sod 2 water pitchers water 2 meter sticks 6 wooden support blocks {img:images/States2017/WA/WA_5thGr_2005_1.png} Procedure: 1. Place one piece of grass sod into a plastic box with a drain hole as shown in the Investigation Set-up diagram. 2. Remove the soil from the other piece of grass sod and place the removed soil into the second plastic box as shown in the Investigative Set-up diagram. 3. From a height of 75 cm, pour 1 liter of water into each plastic box. 4. Let the soil that collects in each round pan settle for 15 minutes. 5. Measure the depth of the soil at the bottom of each clear round pan. Record this data in the table. 6. Repeat steps 3-5 two more times. Data: {img:images/States2017/WA/WA_5thGr_2005_2.png} Which variable was the changed (manipulated) variable in this investigation?",5,science,Test
B,WASL_2005_5_3,More water would flow into the stream ecosystem.,More soil would be washed into the stream ecosystem.,More oxygen would be carried into the stream ecosystem.,,"Hold That Soil After a rain storm, Margo saw a lot of soil on the sidewalks. Sidewalks next to grassy areas stayed much cleaner. Sidewalks next to areas without grass were covered with soil. Margo did the following investigation to see if grass would help protect soil from being washed away. Margo used grass sod (a layer of grass with its roots in soil) in her investigation. Prediction: Water will wash away less soil from the plastic box with grass sod compared to the plastic box with only soil. Materials: 2 plastic boxes with drain holes 2 clear round pans 2 pieces of grass sod 2 water pitchers water 2 meter sticks 6 wooden support blocks {img:images/States2017/WA/WA_5thGr_2005_1.png} Procedure: 1. Place one piece of grass sod into a plastic box with a drain hole as shown in the Investigation Set-up diagram. 2. Remove the soil from the other piece of grass sod and place the removed soil into the second plastic box as shown in the Investigative Set-up diagram. 3. From a height of 75 cm, pour 1 liter of water into each plastic box. 4. Let the soil that collects in each round pan settle for 15 minutes. 5. Measure the depth of the soil at the bottom of each clear round pan. Record this data in the table. 6. Repeat steps 3-5 two more times. Data: {img:images/States2017/WA/WA_5thGr_2005_2.png}Based on the results of Margo's investigation, what might happen to a stream ecosystem if people removed all the plants from a hillside next to the stream?",5,science,Test
